player_id,player_name,team_id,team,team_code,position_raw
344661,RAMY RABIA,43855,Egypt,EGY,Defender
416902,MOHAMED ABDELMONEIM,43855,Egypt,EGY,Defender
363863,TREZEGUET,43855,Egypt,EGY,Forward
430482,EMAM ASHOUR,43855,Egypt,EGY,Midfielder
495488,HAMZA ABDELKARIM,43855,Egypt,EGY,Forward
344654,MOHAMED SALAH,43855,Egypt,EGY,Forward
483161,MOSTAFA ZICO,43855,Egypt,EGY,Midfielder
424106,Haissem HASSAN,43855,Egypt,EGY,Forward
430477,AHMED FATOUH,43855,Egypt,EGY,Defender
429095,HAMDY FATHY,43855,Egypt,EGY,Midfielder
407022,KARIM HAFEZ,43855,Egypt,EGY,Defender
395860,MAHDY SOLIMAN,43855,Egypt,EGY,Goalkeeper
433469,MOHANAD LASHIN,43855,Egypt,EGY,Midfielder
433466,NABIL DONGA,43855,Egypt,EGY,Midfielder
461788,MARAWAN ATTIA,43855,Egypt,EGY,Midfielder
430465,IBRAHIM ADEL,43855,Egypt,EGY,Forward
483183,MAHMOUD SABER,43855,Egypt,EGY,Midfielder
